PU_ID,pcd,oseast1m,osnrth1m,msoa01,lat,long,cls_Sup,cls_Tway,cls_ConSt,cls_Spec,mean3_Sup,mean3_Tway,mean5_ConSt,Spec_ct400,mean5_Sup,mean5_Tway,ConSt_ct800,Spec_ct1600,Sup_ct400,Sup_ct800,Sup_ct1000,Sup_ct1600,Sup_ct2000,Tway_ct400,Tway_ct800,Tway_ct1000,Tway_ct1600,Tway_ct2000,mean3_ConSt,ConSt_ct400,ConSt_ct1000,ConSt_ct1600,ConSt_ct2000,mean3_Spec,mean5_Spec,Spec_ct800,Spec_ct1000,Spec_ct2000
67,BD4 0EW,419389,431862,E02002234,53.782727,-1.707228,1.9474747751896557,0.5083158565301928,1.377339464329691,0.5802562968206694,1.9474747751896557,0.5273140459317889,1.6663861121795986,0,1.9474747751896557,0.5751791194667435,0,15,0,0,0,0,1,0,5,17,45,90,1.5037739518229774,0,0,2,7,0.5917543005115706,0.6572921912021626,4,7,29
68,BD4 0EX,419200,431800,E02002234,53.782177,-1.7101,1.8109789286460491,0.33156418684775774,1.308844146565969,0.4207386362101774,1.8649316199530552,0.38040283079407916,1.550298923786596,0,1.8649316199530552,0.4646326071302609,0,17,0,0,0,0,2,2,13,17,55,88,1.430816762828528,0,0,3,8,0.47815464340846825,0.5416520691436785,6,7,29
69,BD4 0EY,419200,431800,E02002234,53.782177,-1.7101,1.8109789286460491,0.33156418684775774,1.308844146565969,0.4207386362101774,1.8649316199530552,0.38040283079407916,1.550298923786596,0,1.8649316199530552,0.4646326071302609,0,17,0,0,0,0,2,2,13,17,55,88,1.430816762828528,0,0,3,8,0.47815464340846825,0.5416520691436785,6,7,29
70,BD4 0EZ,419252,431793,E02002234,53.782112,-1.709311,1.8485800172023905,0.38353149805461517,1.3010096079583733,0.4614082465669932,1.8748650976920045,0.40353434032272545,1.5674840535365413,0,1.8748650976920045,0.49460041121501486,0,16,0,0,0,0,2,1,9,17,54,88,1.4244794233242672,0,0,3,8,0.5043896195984949,0.5623655746662811,5,7,29
71,BD4 0HA,419189,431814,E02002234,53.782303,-1.710266,1.8107478234144014,0.31726488932753705,1.3232717030149175,0.4075904807524337,1.8728699065309518,0.38314303065736793,1.5536538576307573,0,1.8728699065309518,0.4621627671805876,0,17,0,0,0,0,2,1,13,17,54,88,1.4449149882211252,0,0,3,8,0.47172052659241653,0.5413936928539336,7,7,29
72,BD4 0HB,419137,431854,E02002234,53.782664,-1.711052,1.7951814615798578,0.25828552030652413,1.3664347770749983,0.3516276439644642,1.8906599630189813,0.38519504666159016,1.556030377824258,1,1.8906599630189813,0.4453805844808249,0,18,0,0,0,0,2,1,14,17,54,89,1.4864766157183578,0,0,2,8,0.4429713429965576,0.5328645300088279,7,7,29
73,BD4 0HG,419701,430830,E02002234,53.77344,-1.702558,0.9041161429816414,0.5766125215428468,0.5660035335578746,0.4875230661209825,1.4264072491473678,0.7170091250270214,1.130571637046239,0,1.4264072491473678,0.7455332529008906,2,11,0,0,1,1,2,0,8,17,27,43,0.6784871364742184,0,3,3,8,0.6900894368473801,0.7577371030234186,3,6,15
74,BD4 0HH,419251,430812,E02002234,53.773295,-1.709387,0.9593299745134621,0.30438462510448844,0.3200249990235138,0.5548682185888766,1.2289136242257894,0.48578112149470604,0.8649820994154253,0,1.2289136242257894,0.5239644117788982,3,12,0,0,1,2,2,1,17,24,35,45,0.4454427345299377,1,3,5,5,0.5648391090456112,0.6043141225328341,5,9,14
75,BD4 0HJ,419295,430829,E02002234,53.773446,-1.708718,0.9589374327869363,0.3282209621581169,0.340401233840302,0.5185405866467874,1.2512909562907075,0.5126415516048877,0.8971934845352423,0,1.2512909562907075,0.5520512345754583,3,12,0,0,1,2,2,1,17,22,35,45,0.4682731676493535,1,3,4,5,0.5624630666290638,0.6106103928347624,5,9,14
76,BD4 0HL,419285,430732,E02002234,53.772574,-1.708876,0.8724047225915275,0.2317282891664287,0.24298971171636055,0.5181224758683732,1.2007062003966484,0.420071650343018,0.8248323588436082,0,1.2007062003966484,0.4609296255638996,3,12,0,0,1,2,2,1,17,24,33,44,0.3712322767365003,2,3,5,6,0.562995078872027,0.5894639526031696,6,9,15
77,BD4 0HN,419299,430766,E02002234,53.772879,-1.708662,0.8986089249501142,0.26828715958837834,0.2788906595782656,0.5547739179160923,1.221272156099597,0.45667272987130364,0.8552383822270155,0,1.221272156099597,0.4973771689849928,3,12,0,0,1,2,2,1,17,24,34,45,0.4074154880617986,2,3,5,6,0.5747125006943852,0.5977997768546465,6,9,15
78,BD4 0HP,419355,430740,E02002234,53.772644,-1.707813,0.8550801132057744,0.2665520587052368,0.2704958410031474,0.5602450356763288,1.227112392292405,0.4519440308051705,0.8692630740787534,0,1.227112392292405,0.49303743585810256,3,12,0,0,1,2,2,1,17,21,33,44,0.39947868014466015,2,3,4,7,0.5711790299496647,0.6014331583876649,6,9,15
79,BD4 0HQ,419607,430917,E02002234,53.774225,-1.703979,0.988182675419884,0.5609714787758822,0.5569784555977009,0.37835583780351756,1.4254404505564569,0.6544327245622535,1.1508859237548605,1,1.4254404505564569,0.7167088447889111,2,12,0,0,1,1,2,0,3,17,33,43,0.6797080028464942,0,3,3,8,0.6212260495346534,0.7205977811689525,2,6,15
80,BD4 0HR,419408,430751,E02002234,53.772741,-1.707009,0.8504163686101062,0.3052212312405544,0.3049622927510875,0.5523690251996368,1.2514038148914117,0.48431674004536235,0.9102061470882857,0,1.2514038148914117,0.5237383691808222,3,12,0,0,1,1,2,1,17,20,33,44,0.4322096423022487,1,3,4,8,0.583053049116312,0.6159166638197309,6,9,15
81,BD4 0HS,419387,430705,E02002234,53.772328,-1.70733,0.811971058597534,0.25620499604808644,0.2548901724272633,0.5475372133471843,1.2213860259873517,0.43432662796556715,0.8678604156658579,0,1.2213860259873517,0.4737106777825312,3,11,0,0,1,1,2,1,17,20,29,42,0.381849562967595,2,3,4,8,0.5666473835459793,0.6026079919551289,6,9,15
82,BD4 0HT,419317,430708,E02002234,53.772357,-1.708392,0.8380465380872354,0.22051303816327958,0.2270594635772753,0.5128755209599823,1.199423499694526,0.4087708105594975,0.8259008297185833,0,1.199423499694526,0.4494355651882812,3,12,0,0,1,2,2,1,17,23,33,42,0.35628957163467007,2,3,5,6,0.5477369279135414,0.5887692489929218,6,9,15
83,BD4 0HU,419295,430676,E02002234,53.772071,-1.708728,0.817049570099636,0.18225805880673698,0.19015782918407542,0.4740988293594231,1.1780788897104266,0.37086971214524816,0.792520164187743,0,1.1780788897104266,0.4117468122260234,3,11,0,0,1,2,2,1,17,23,32,42,0.3192374800315366,2,3,5,6,0.5118352662381774,0.5757621233384663,6,9,15
84,BD4 0HW,419300,430700,E02002234,53.772286,-1.70865,0.837088406322773,0.20631286920597078,0.21464622055838764,0.4972710528474126,1.1904516911416438,0.39495946848643126,0.8111253862270797,0,1.1904516911416438,0.43576673323630216,3,12,0,0,1,2,2,1,17,23,33,42,0.3436881211903182,2,3,5,6,0.5358098616640593,0.5848556020715268,6,9,15
85,BD4 0HX,419308,430638,E02002234,53.771729,-1.708533,0.7770489045098771,0.15503870484495155,0.1582308440222702,0.4494428773492543,1.1651866503822779,0.34057640087926777,0.7754955665702767,0,1.1651866503822779,0.381962294928461,3,11,0,1,1,2,2,1,16,23,29,42,0.2873340511817539,2,3,5,8,0.4796066510627364,0.5549902300042125,6,9,15
86,BD4 0HY,419313,430570,E02002234,53.771117,-1.708461,0.7133372274037014,0.10955363982999379,0.1021763181955584,0.3991432073829892,1.138068076204859,0.28372719254243434,0.7378186743544621,1,1.138068076204859,0.3236975343633709,3,11,0,1,1,2,2,8,15,23,29,40,0.2283949052555163,3,3,5,8,0.41868586498413124,0.5174349644312548,5,8,15
87,BD4 0HZ,419327,430532,E02002234,53.770775,-1.708251,0.6730601756158211,0.10748953437428223,0.08944271909999159,0.36611746748823665,1.1267780995105594,0.26346240062516907,0.7285358382462112,2,1.1267780995105594,0.2980944341588677,3,11,0,1,1,2,2,11,15,23,29,40,0.20692654988072195,3,3,5,8,0.38994629383503665,0.4991169621889555,5,8,15
88,BD4 0JA,419303,430520,E02002234,53.770668,-1.708616,0.6735057535017797,0.08174350127074323,0.06260990336999411,0.35095583767762006,1.1157722089885371,0.24114147765922433,0.7041454334407768,2,1.1157722089885371,0.27785556938327927,3,11,0,1,1,2,2,11,15,23,29,40,0.18274360038257575,3,3,5,8,0.37038122107835847,0.48863420996447265,4,8,15
89,BD4 0JB,419308,430476,E02002234,53.770273,-1.708543,0.6327187368807723,0.09211405973031478,0.06306346010171025,0.3078782226790326,1.1007941777139099,0.21941420810965104,0.6912818669199193,3,1.1007941777139099,0.24808371280781372,3,11,0,1,1,2,2,12,15,23,29,40,0.16066848030044084,3,3,5,8,0.3338372317390242,0.46605807265090005,4,8,14
90,BD4 0JE,419230,430422,E02002234,53.76979,-1.70973,0.6323487961560456,0.08736704184073077,0.04428317965096906,0.23601038112758674,1.0667071222146787,0.1660697601713727,0.6264199929931733,3,1.0667071222146787,0.18812604408227043,3,11,0,1,1,2,2,14,17,22,30,39,0.10556667614567034,3,3,5,8,0.2616518510720591,0.40581284466182416,4,9,14
91,BD4 0JF,419363,430420,E02002234,53.769767,-1.707712,0.5570008976653449,0.16673931749890306,0.1365283853270081,0.26722649569232465,1.0945979430084534,0.22769747572666432,0.7290570398041525,3,1.0945979430084534,0.24145316704294276,3,11,0,1,1,1,2,12,15,20,29,36,0.18978014151005357,3,3,5,8,0.3156608947107275,0.4527736054953545,4,9,13
92,BD4 0JG,419233,430448,E02002234,53.770024,-1.709683,0.6510069124056979,0.06198386886924694,0.046173585522460786,0.255599100154886,1.075155989047226,0.17476206967862976,0.6330967945278615,3,1.075155989047226,0.20302304441124822,3,11,0,1,1,2,2,13,17,23,30,39,0.11385406841495696,3,3,5,8,0.28536450211921255,0.4247065713087468,4,9,14
93,BD4 0JN,419557,430387,E02002234,53.769463,-1.704771,0.4631684358848301,0.3460258516353861,0.32729955698106283,0.3624044701711059,1.146072145692141,0.35132436340360895,0.8438050460625959,1,1.146072145692141,0.35555996938049866,3,11,0,1,1,1,2,8,15,15,27,34,0.36676919276448106,2,3,4,8,0.42063536370834975,0.5370115536356121,4,5,13
94,BD4 0JP,419518,430428,E02002234,53.769833,-1.70536,0.5105536210820564,0.30688271375233894,0.2784546641735419,0.35993471630283175,1.1471384421857516,0.33735610818717754,0.8449441158523654,1,1.1471384421857516,0.3461590560126403,3,11,0,1,1,1,2,8,15,15,28,35,0.33245111017111806,2,3,4,8,0.4246846474361172,0.5259249374773485,4,5,13
95,BD4 0JQ,419352,430471,E02002234,53.770241,-1.707879,0.6073219903807205,0.1354400236266961,0.10707940978544847,0.31208332220738744,1.1102245822682728,0.2430910676239258,0.7278337422847212,3,1.1102245822682728,0.2675868243239636,3,11,0,1,1,1,2,12,15,22,29,40,0.19310719714268165,3,3,5,8,0.34953068708611795,0.4735328406249054,4,8,14
96,BD4 0JR,419400,430400,E02002234,53.769586,-1.707152,0.5224145863200989,0.20872230355187246,0.17853010950537168,0.26532432983049253,1.097300093033358,0.24467480474825157,0.7614288571389592,3,1.097300093033358,0.252686021146088,3,11,0,1,1,1,2,12,15,20,29,35,0.22042763683940272,3,3,6,8,0.32467216141735994,0.45801918452394924,4,9,13
97,BD4 0JS,419470,430478,E02002234,53.770285,-1.706085,0.5707337382703076,0.24992999019725506,0.22343902971504329,0.3685986977730659,1.1498695990325143,0.3277906377350821,0.8285121962832989,1,1.1498695990325143,0.34407177131774713,3,11,0,1,1,1,2,9,15,17,28,37,0.29837456469066326,3,3,3,8,0.42559019916583257,0.5200730570793552,4,6,13
98,BD4 0JT,419459,430512,E02002234,53.770591,-1.70625,0.6064470298385507,0.23701898658124415,0.21294130646729864,0.3918290443548053,1.1601766758329795,0.33754589154348313,0.8341386767214357,1,1.1601766758329795,0.3586366374931775,3,11,0,1,1,1,2,8,15,18,28,40,0.30066944901594156,2,3,3,8,0.44263685499286254,0.5296309725790975,5,6,14
99,BD4 0JU,419425,430494,E02002234,53.77043,-1.706767,0.5996882523444994,0.20355343278854326,0.17801123560045304,0.3600138886209808,1.141000663328081,0.30387904230877,0.7995939301820744,1,1.141000663328081,0.3249207151051638,3,11,0,1,1,1,2,9,15,20,29,40,0.26384305486897147,3,3,4,8,0.4081130339675575,0.5081845608379478,4,8,14
100,BD4 0JW,419543,430412,E02002234,53.769689,-1.704982,0.4900795853736411,0.33533565274214433,0.3066202863477888,0.3671648131289272,1.1505177438264316,0.3494815825159068,0.8472736236859203,1,1.1505177438264316,0.3563411685349807,3,11,0,1,1,1,2,8,15,15,27,35,0.3545703597103787,2,3,4,8,0.42865254071805925,0.5353071793703339,4,5,13
101,BD4 0JX,419365,430518,E02002234,53.770648,-1.707676,0.6442375338336008,0.14328293687665675,0.12083045973594572,0.36084622763720287,1.1320389605161387,0.2776853198313474,0.7540275075949057,1,1.1320389605161387,0.3070287173583821,3,11,0,1,1,1,2,11,15,22,29,40,0.22563706900535738,3,3,5,8,0.39458688165253347,0.5004075977406078,5,8,14
102,BD4 0JY,419421,430551,E02002234,53.770943,-1.706824,0.6549114443953472,0.20338387350033435,0.18373078130786905,0.410396150079408,1.1634929043851583,0.3344620144708875,0.8148385371971082,0,1.1634929043851583,0.3627811166688397,3,11,0,1,1,1,2,2,15,20,29,40,0.2881381088589723,2,3,4,8,0.45038574831750017,0.533407449720331,5,8,14
103,BD4 0JZ,419400,430500,E02002234,53.770485,-1.707146,0.6140985262968801,0.17822738285684386,0.15320900756809308,0.35524217092006405,1.1354279024191478,0.2897180517106994,0.7786642404736479,1,1.1354279024191478,0.3139047947593792,3,11,0,1,1,1,2,10,15,20,29,40,0.24496414352664037,3,3,5,8,0.39818226866677503,0.5020587123795898,4,8,14
104,BD4 0LA,419403,430581,E02002234,53.771213,-1.707095,0.6890812724200245,0.19479476378999513,0.17960233851484228,0.4322834718098762,1.1703396250686748,0.34362760447152274,0.8124417640181842,0,1.1703396250686748,0.3757471970756127,3,11,0,1,1,1,2,1,15,20,29,40,0.29336137267252116,2,3,4,8,0.4658241000584154,0.542694136768997,5,8,15
105,BD4 0LB,419437,430597,E02002234,53.771355,-1.706578,0.6942225867832306,0.23231228981696167,0.21708293346092408,0.4590392140111779,1.1893025840138762,0.37603239550899875,0.8477709781539038,0,1.1893025840138762,0.407112476983333,3,11,0,1,1,1,2,1,15,20,29,40,0.32868446706806964,2,3,4,8,0.4964227622172241,0.5610974385386569,5,8,15
106,BD4 0LD,419464,430642,E02002234,53.771759,-1.706166,0.7311723463042075,0.2761394575210142,0.26379727064547126,0.5109256305960781,1.2201006376288555,0.4255920232226622,0.8909784436761266,0,1.2201006376288555,0.4577098131407123,3,11,0,1,1,1,2,1,15,18,28,40,0.3785923905082784,2,3,3,8,0.5477823122976652,0.5922314391222419,6,6,15
107,BD4 0LE,419400,430600,E02002234,53.771384,-1.707139,0.7080374283892059,0.1999124808509964,0.1872778684201633,0.4494407636162968,1.1776516239304815,0.35594231107331664,0.8190688361906636,0,1.1776516239304815,0.3892174435499632,3,11,0,1,1,1,2,1,15,20,29,40,0.30457905824631226,2,3,4,8,0.4804986206830245,0.5515588173955497,5,8,15
108,BD4 0LF,419429,430629,E02002234,53.771643,-1.706698,0.72719254671648,0.23926763257908495,0.22780035118497952,0.48614092606979714,1.200900381791962,0.39479543699057607,0.8564663752850903,0,1.200900381791962,0.4281444349136318,3,11,0,1,1,1,2,1,15,20,29,40,0.3451485538428353,2,3,4,8,0.5190861678647292,0.574605312314877,6,8,15
109,BD4 0LG,419400,430624,E02002234,53.771599,-1.707138,0.7308221397850506,0.21191743675309024,0.20207176942858693,0.47240342928475865,1.1883530909365294,0.37457510262432986,0.8312434661769925,0,1.1883530909365294,0.4089090058068667,3,11,0,1,1,1,2,1,15,20,29,40,0.32242082425948176,2,3,4,8,0.5011511699586201,0.5640012647404669,6,8,15
110,BD4 0LH,419452,430672,E02002234,53.772029,-1.706346,0.7631022211997551,0.2819024654024863,0.2728094573140748,0.5344127618236676,1.2296296270121199,0.44148715973822866,0.896569309605447,0,1.2296296270121199,0.4755641764005288,3,11,0,1,1,1,2,1,15,19,28,41,0.39219030881297395,2,3,3,8,0.5668706953599684,0.6033932791692352,6,6,15
111,BD4 0LJ,419484,430746,E02002234,53.772693,-1.705856,0.8292484549277134,0.35328883367579,0.3473974668877135,0.5449201225867869,1.278746539408173,0.5189515632609758,0.961292215439346,0,1.278746539408173,0.5540325921810854,3,11,0,0,1,1,2,1,17,17,28,44,0.46951009687177286,1,3,3,8,0.6014077373228336,0.6397559378430172,6,6,15
112,BD4 0LL,419472,430807,E02002234,53.773242,-1.706034,0.891403387922662,0.38897814848651846,0.3871046370169182,0.4856430170402932,1.3050633291301292,0.564026093195151,0.9884756359315173,0,1.3050633291301292,0.6010785715556195,3,12,0,0,1,1,2,1,17,17,32,44,0.5127890865081872,1,3,3,8,0.6043023217156437,0.6451189258289958,5,7,15
113,BD4 0LN,419498,430832,E02002234,53.773465,-1.705638,0.9120268636394435,0.4248588000736245,0.4226121153019634,0.45802133138097306,1.3291603667625127,0.5986874879269966,1.021978286478144,0,1.3291603667625127,0.6346540960204021,3,12,0,0,1,1,2,0,16,17,32,44,0.5477908108415953,0,3,3,8,0.6039578970710653,0.6586438147826902,5,7,15
114,BD4 0LQ,419409,430645,E02002234,53.771788,-1.707,0.7481610789128235,0.23122499864850254,0.22282953125651905,0.4951009997970111,1.2010580300811506,0.39623598207637495,0.8492295005394443,0,1.2010580300811506,0.43098023107490724,3,11,0,1,1,1,2,1,15,20,29,40,0.34425324393058654,2,3,4,8,0.5234300672657399,0.5773013610162474,6,8,15
115,BD4 0LS,419550,430878,E02002234,53.773877,-1.704846,0.9520383395641165,0.49370537773048406,0.49071886044862795,0.4107631190844674,1.376994735488471,0.6251710338091105,1.0869852759751935,0,1.376994735488471,0.6748329580793816,3,12,0,0,1,1,2,0,13,17,32,43,0.614856080098935,0,3,3,8,0.6079999192230146,0.6873621580068449,4,6,15
116,BD4 0LT,419508,430928,E02002234,53.774328,-1.70548,1.0059448295011013,0.5073036566002654,0.5081505682374073,0.3615322115662716,1.3858275387658057,0.5861715045781742,1.089399237643855,1,1.3858275387658057,0.6621369454497876,3,12,0,0,0,1,2,0,10,17,33,43,0.6353567207116314,0,3,3,5,0.5807976024049712,0.6799160903323141,3,7,15
117,BD4 0LU,419539,430938,E02002234,53.774416,-1.705009,1.0127437978087053,0.5334135356362829,0.5330853590186097,0.3505195286999001,1.405236360322197,0.6035647082555698,1.1167050795033824,1,1.405236360322197,0.6815608895149783,3,12,0,0,0,1,2,0,4,17,33,43,0.6594100156466141,0,3,3,6,0.5884801698492513,0.6938976814544817,2,7,15
118,BD4 0LW,419719,430628,E02002234,53.771623,-1.702298,0.7051595564125895,0.5110479429564314,0.49120260585628006,0.6434733871730828,1.334770350345932,0.5935825793379679,1.0092884197744247,0,1.334770350345932,0.6132865976629465,3,12,0,1,1,1,2,0,12,17,27,35,0.5801971245387876,0,3,3,8,0.6818935257472355,0.7116821105842851,5,6,13
119,BD4 0LX,419563,430943,E02002234,53.77446,-1.704645,1.015955215548402,0.5519393082577105,0.5506877518158543,0.3466086265516204,1.4190644148348623,0.6183943516430108,1.136412710474702,1,1.4190644148348623,0.6964712726595905,2,12,0,0,0,1,2,0,3,17,33,43,0.6762093177286149,0,3,3,7,0.5962296150348156,0.7050230850957132,2,7,15
120,BD4 0LY,419500,430900,E02002234,53.774076,-1.705603,0.9791409500169014,0.47975514588172996,0.48007603564435497,0.39010042296823927,1.3668054321322483,0.5881324837020281,1.0659542806045035,1,1.3668054321322483,0.6518223651677839,3,12,0,0,1,1,2,0,13,17,33,44,0.6070102276211132,0,3,3,7,0.5857665742443179,0.6715989691221769,4,7,15
121,BD4 0LZ,419500,430900,E02002234,53.774076,-1.705603,0.9791409500169014,0.47975514588172996,0.48007603564435497,0.39010042296823927,1.3668054321322483,0.5881324837020281,1.0659542806045035,1,1.3668054321322483,0.6518223651677839,3,12,0,0,1,1,2,0,13,17,33,44,0.6070102276211132,0,3,3,7,0.5857665742443179,0.6715989691221769,4,7,15
122,BD4 0NA,419600,430800,E02002234,53.773174,-1.704092,0.8713879732931824,0.4770377343565182,0.46847945525924617,0.49276600937970705,1.3587709986017096,0.6294916519501956,1.074481040948937,0,1.3587709986017096,0.6612156684511061,3,11,0,0,1,1,2,0,14,17,28,43,0.5856105160572372,0,3,3,8,0.6492092289410167,0.698215745144615,5,6,15
123,BD4 0NB,419636,430865,E02002234,53.773757,-1.703542,0.9360534172791636,0.5460146518180625,0.5389341332667656,0.43530763834327824,1.4112492804644878,0.6876168860584252,1.1304682441308862,0,1.4112492804644878,0.7245240074453995,3,12,0,0,1,1,2,0,11,17,29,43,0.6577026195481518,0,3,3,8,0.6477363383827389,0.726442783347874,3,6,15
124,BD4 0ND,419629,430786,E02002234,53.773047,-1.703653,0.8570052508590598,0.49231900227393216,0.4820373429517676,0.5111613639546735,1.3657395858616233,0.6373919583770072,1.080217512095287,0,1.3657395858616233,0.667125747581884,3,11,0,0,1,1,2,0,12,17,28,43,0.5960790651197904,0,3,3,8,0.6659377193159838,0.7112642371855964,5,6,15
125,BD4 0NE,419672,430687,E02002234,53.772156,-1.703007,0.7593944956345153,0.4839256141185337,0.46760025662952753,0.6168380176351026,1.3376484052360422,0.596376039478716,1.0318677771264426,0,1.3376484052360422,0.6199041969868173,3,11,0,1,1,1,2,0,12,17,27,39,0.568277669991737,0,3,3,8,0.6671609698690412,0.7064435991877467,5,6,15
126,BD4 0NF,419727,430716,E02002234,53.772429,-1.702174,0.7934544725439513,0.5457783432859901,0.5296942514318992,0.6037426107208306,1.3821379729701244,0.6541179109882717,1.0612406744448428,0,1.3821379729701244,0.677577504796666,3,11,0,1,1,1,2,0,11,17,27,38,0.6298078283966961,0,3,3,8,0.7011593919080537,0.7495356022133549,3,6,15
127,BD4 0NG,419672,430687,E02002234,53.772156,-1.703007,0.7593944956345153,0.4839256141185337,0.46760025662952753,0.6168380176351026,1.3376484052360422,0.596376039478716,1.0318677771264426,0,1.3376484052360422,0.6199041969868173,3,11,0,1,1,1,2,0,12,17,27,39,0.568277669991737,0,3,3,8,0.6671609698690412,0.7064435991877467,5,6,15
128,BD4 0NH,419700,430700,E02002234,53.772271,-1.702582,0.7745430911188866,0.5147475109216169,0.4984706611225981,0.6111123791906067,1.3591774926551428,0.6245034945874505,1.0457069460740909,0,1.3591774926551428,0.6479248431904736,3,11,0,1,1,1,2,0,12,17,27,39,0.598637013271173,0,3,3,8,0.6838184511978178,0.727447615790411,4,6,15
129,BD4 0NJ,419672,430790,E02002234,53.773081,-1.703001,0.8622279281025407,0.5305289813007391,0.519065506463298,0.5169034145756857,1.3899168478600277,0.6687115993967445,1.0981106938503358,0,1.3899168478600277,0.6968687952363597,3,11,0,0,1,1,2,0,10,17,27,42,0.6303786630747977,0,3,3,8,0.685518617832246,0.7355205684354782,3,6,15
130,BD4 0NL,419600,430800,E02002234,53.773174,-1.704092,0.8713879732931824,0.4770377343565182,0.46847945525924617,0.49276600937970705,1.3587709986017096,0.6294916519501956,1.074481040948937,0,1.3587709986017096,0.6612156684511061,3,11,0,0,1,1,2,0,14,17,28,43,0.5856105160572372,0,3,3,8,0.6492092289410167,0.698215745144615,5,6,15
131,BD4 0NN,419731,430810,E02002234,53.773259,-1.702104,0.8872350308683714,0.5913391581825104,0.5791200221024999,0.5169726685232059,1.4323648643560372,0.7221934002343771,1.1223372913103495,0,1.4323648643560372,0.7487060607252403,2,11,0,0,1,1,2,0,8,16,27,42,0.6881220966780704,0,3,3,7,0.712038393451441,0.773335151651059,2,6,15
132,BD4 0NP,419767,430799,E02002234,53.773159,-1.701559,0.881351802630482,0.6173532214219021,0.6038617391423305,0.5415672996036646,0.881351802630482,0.7383594894130243,1.122310806221789,0,0.881351802630482,0.7638067691807338,2,11,0,0,1,1,1,0,3,15,26,41,0.709636041129472,0,3,3,7,0.7360923727628098,0.7949491226277627,1,6,15
133,BD4 0NQ,419796,430765,E02002234,53.772852,-1.701121,0.8531096060882212,0.6284998011137315,0.6131313073070074,0.5848219729114202,0.8531096060882212,0.7357205522094934,1.107015738106578,0,0.8531096060882212,0.759530284102609,2,11,0,0,1,1,1,0,6,15,25,41,0.713926353061303,0,3,3,7,0.7498157163531969,0.8105571795807622,2,6,15
